,sents,chapter,entities,chunks,label
2230,"But in fact the other assumption will be demolished, in Ch.",20.0,[],"[fact, the other assumption, Ch]",0
2231,"44 below; that is, the orbit of the star is not a perfect circle, but an oval, and its greatest diameter is the line of apsides, while its least is that passing through the center at the middle elongations.",20.0,"[('orbit', 'ASTR'), ('star', 'ASTR'), ('apsides', 'ASTR')]","[the orbit, the star, a perfect circle, an oval, its greatest diameter, the line, apsides, the center, the middle elongations]",0
2232,"No wonder, then, that the other observations at points not at opposition to the sun do not accord with the hypothesis constructed in Chapter 16, since we have made two false assumptions in it.",20.0,"[('opposition', 'ASTR')]","[No wonder, the other observations, points, opposition, the sun, the hypothesis, Chapter, we, two false assumptions, it]",0
2233,Chapter 21,21.0,[],[Chapter],0
2234,"Why, and to what extent, may a false hypothesis yield the truth?",21.0,[],"[what extent, a false hypothesis, the truth]",0
2235,"I particularly abhor that axiom of the logicians, that the true follows from the false, because people have used it to go for Copernicus's throat, while I am his disciple in the more general hypotheses concerning the system of the world.",21.0,"[('Copernicus', 'NAME')]","[I, axiom, the logicians, people, it, Copernicus's throat, I, his disciple, the more general hypotheses, the system, the world]",0
2236,I therefore considered it particularly worth while now to show the reader how it does happen here that the true follows from the false.,21.0,[],"[I, it, the reader, it, the false]",0
2237,"First, you have already seen that what has followed is not completely true.",21.0,[],"[you, what]",0
2238,"For the path of the planet through the single plane of the ecliptic was considered in two ways: first, in respect to its longitude beneath certain degrees and minutes of the circle of the zodiac, and second, in respect to its altitude or distance from the center of the world about which it moves, which it shows to be different by means of other zodiacal positions.",21.0,"[('ecliptic', 'ASTR'), ('longitude', 'ASTR'), ('altitude', 'ASTR')]","[the path, the planet, the single plane, the ecliptic, two ways, respect, its longitude, certain degrees, minutes, the circle, the zodiac, respect, its altitude, distance, the center, the world, it, it, means, other zodiacal positions]",0
2239,"Therefore, our false supposition, although it does put the planet in the right longitudinal position at the right time, does not give it the right altitude.",21.0,"[('longitudinal', 'ASTR'), ('altitude', 'ASTR')]","[our false supposition, it, the planet, the right longitudinal position, the right time, it, the right altitude]",0
2240,So what follows from this false hypothesis is not completely true.,21.0,[],"[what, this false hypothesis]",0
2241,"Further, even concerning the longitude alone, the fact that the result appears identical to the senses does not prove that the as yet unknown true hypothesis and the false one assumed by us have an identical result.",21.0,"[('longitude', 'ASTR')]","[the longitude, the fact, the result, the senses, the as yet unknown true hypothesis, the false one, us, an identical result]",0
2242,For there can be a very small discrepancy which the senses do not perceive.,21.0,[],"[a very small discrepancy, the senses]",0
2243,"There are, however, occasions upon which a false hypothesis can simulate truth, within the limits of observational precision, with respect to the longitude.",21.0,"[('longitude', 'ASTR')]","[occasions, a false hypothesis, truth, the limits, observational precision, respect, the longitude]",0
2244,These I shall now demonstrate.,21.0,[],[I],0
2245,"Through the center of the world A let the straight line MP be set out, falling upon opposite parts of the zodiac (29°",21.0,[],"[the center, the world, A, the straight line MP, opposite parts, the zodiac]",0
2246,"Leo and Aquarius, say).",21.0,[],"[Leo, Aquarius]",0
2247,"And let it so be that according to some true hypothesis the planet spends half its time between lines AM and AP on the left and the other half on the right, so that after successive halves of its periodic time it is always alternately on the lines AM and AP.",21.0,[],"[it, some true hypothesis, the planet, half its time, AP, the left, the other half, the right, successive halves, its periodic time, it, the lines AM, AP]",0
2248,And let it be assumed that this particular effect of the true hypothesis is expressible by  some other hypothesis that has been discovered.,21.0,[],"[it, this particular effect, the true hypothesis, some other hypothesis]",0
2249,"And so let a circle of any kind or some other curvy line be described about a center taken on the line MP, with the sole provision that it go around the center of the world A and that it be cut into two equal parts by the line MP.",21.0,[],"[a circle, any kind, some other curvy line, a center, the line MP, the sole provision, it, the center, the world A, it, two equal parts, the line MP]",0
2250,"What is proposed will happen if the planet traverse the circle with a uniform motion (one which is regular about any one particular point on the line MP, whether fixed or movable); as, for instance, if the circle OP were described about center A and moved uniformly about it.",21.0,[],"[What, the planet, the circle, a uniform motion, any one particular point, the line MP, instance, the circle OP, center A, it]",0
2251,"So all these circles and other figures have something in common through which what was proposed occurs, namely, that they move around the center of the world, and move regularly around some point on the line MP.",21.0,[],"[all these circles, other figures, something, what, they, the center, the world, some point, the line MP]",0
2252,"Now the figure, whether this or that circle, whether one or another point of uniform motion, out of all those comprehended under the same genus, can be false.",21.0,[],"[the figure, that circle, whether one or another point, uniform motion, the same genus]",0
2253,"But we have brought about what was proposed, not through this false specific model, but through that which, within this false one, was comprehended within a general truth.",21.0,[],"[we, what, this false specific model, this false one, a general truth]",0
2254,"Now let us continue, and let it happen that after successive quarter periods the planet lies on the lines AM, AK, AP, AL, the angles MAK, MAL, being less than right angles.",21.0,[],"[us, it, successive quarter periods, the planet, the lines, the angles, MAK, MAL, right angles]",0
2255,"Here, then, the former circle OP will be in error at the sides.",21.0,[],"[the former circle OP, error, the sides]",0
2256,"For since the motion was supposed regular about A, a straight line drawn through A perpendicular to MP (namely, VX) will make the angles MAV, MAX measures of quarter periods.",21.0,[],"[the motion, A, a straight line, A perpendicular, MP, namely, VX, the angles, MAV, MAX measures, quarter periods]",0
2257,"And accordingly, this hypothesis would put the planet on the lines AV, AX, when it should have been on AK, AL.",21.0,[],"[this hypothesis, the planet, the lines, AV, it, AK, AL]",0
2258,"Now experience testifies that the planets' motion closely emulates circularity (although it may perchance not exactly attain it), and it is the nature of motions of this kind to undergo gradual intensification and remission, admitting nothing sudden.",21.0,[],"[the planets' motion, circularity, it, it, it, the nature, motions, this kind, gradual intensification, remission, nothing]",0
2259,"Therefore, the error of this hypothesis of the circle OP will begin little by little from the line AM, will grow continually greater, becoming a maximum at AK, and will again gradually decrease and vanish at AP.",21.0,[],"[the error, this hypothesis, the circle, OP, the line AM, a maximum, AK, AP]",0
2260,"Therefore, the uniform and concentric hypothesis OP will never be more in error than it is at AK, AL, by the angles KAV, LAX, which, for Mars, are 10½°.",21.0,"[('Mars', 'PLAN')]","[the uniform, concentric hypothesis, OP, error, it, AK, AL, the angles, KAV, LAX, Mars, 10½°]",0
2261,"So let there now be another hypothesis which, in addition, also shows us the lines AK, AL.",21.0,[],"[another hypothesis, addition, us, the lines, AK, AL]",0
2262,"But again, there can be several hypotheses that do this.",21.0,[],[several hypotheses],0
2263,"For we might connect the points where AK and AL intersect the circle OP, and where this straight line intersects the straight line MP we may place the center of uniform motion of the circle OP, so that the motion of the circle OP becomes nonuniform.",21.0,[],"[we, the points, AK, AL, the circle OP, this straight line, the straight line MP, we, the center, uniform motion, the circle OP, the motion, the circle, OP]",0
2264,"We would then also have [the planet on] the lines AK, AL [at the appropriate times].",21.0,[],"[We, [the planet, the lines, AK, AL, the appropriate times].]",0
2265,"But since we have a certain inclination towards choosing the simplest and most regular, we shall therefore seek out that circle that moves uniformly about its own center while effecting for us what is proposed.",21.0,"[('inclination', 'ASTR')]","[we, a certain inclination, we, that circle, its own center, us, what]",0
2266,"Therefore, beginning from A, mark off equal lengths AK, AL upon the lines AK, AL; let the points K and L be joined by a straight line intersecting MP at C; and about C with radius CK let the eccentric circle MN be described, whose motion shall be regular about its center.",21.0,"[('eccentric', 'ASTR')]","[equal lengths AK, AL, the lines, AK, AL, the points, K, L, a straight line, MP, C, C, radius CK, the eccentric circle, MN, whose motion, its center]",0
2267,"This hypothesis will represent the planet in the correct position, on the four lines AM, AN, AK, AL.",21.0,[],"[This hypothesis, the planet, the correct position, AN, , AK, AL]",0
2268,"But it is not this hypothesis alone, but many others as well, that could have this effect.",21.0,[],"[it, this hypothesis, many others, this effect]",0
2269,"For they have this feature that is general, and is indeed perfectly true, that the point of uniform motion is on the line that connects the  positions of the planet falling upon the lines AK, AL, and at that point upon it where the line intersects MP.",21.0,[],"[they, this feature, the point, uniform motion, the line, the  positions, the planet, the lines, AK, AL, that point, it, the line, MP]",0
2270,"Now it follows from the premises that this hypothesis has absorbed the entire maximum error of the former hypothesis OP, namely, KAV, LAX, at about the quarters of the period, nor does it commit a new error (since at AM, AP it is equivalent to the former).",21.0,[],"[it, the premises, this hypothesis, the entire maximum error, the former hypothesis OP, KAV, LAX, the quarters, the period, it, a new error, AM, AP, it]",0
2271,"Therefore, if this hypothesis is still in error, that error will be much smaller than KAV.",21.0,[],"[this hypothesis, error, that error, KAV]",0
2272,"And since it has done its job at CM, CN, CK, CL, the error (if any) will retreat to the four regions intermediate to those just mentioned, and will occur at the eighths of the period, since the time is measured about C. Therefore, angles MCK, KCN being bisected, let two new lines be drawn through C intersecting the circumference at Q, T, R, S. The maximum error, if any, will be about these points.",21.0,[],"[it, its job, CM, CN, CK, CL, the error, the four regions, the eighths, the period, the time, angles MCK, KCN, two new lines, C, the circumference, Q, T, R, S. The maximum error, these points]",0
2273,"But the hypothesis will also place the planet on the lines AQ, AR, AS, AT, at the eighths of the period.",21.0,[],"[the hypothesis, the planet, the lines, AQ, the eighths, the period]",0
2274,"Now suppose (as is true for Mars) that after the eighths of the periodic time the planet should not appear on the lines AQ, AR, AS, AT, but should instead be, for the former two, on the lines AF, AE, higher up, and for latter two on the lines AG, AD, lower down.",21.0,"[('Mars', 'PLAN')]","[Mars, the eighths, the periodic time, the planet, the lines, AQ, the lines, AF, AE, the lines AG]",0
2275,"Therefore, if the former error KAV was 10½°, the present error QAF will hardly amount to a few minutes.",21.0,[],"[the former error, KAV, 10½°, the present error, QAF, a few minutes]",0
2276,"For Mars, the magnitude of QAF or RAE is observed to be about 9’, while SAG or TAD is about 28'.",21.0,"[('Mars', 'PLAN'), ('observed', 'ASTR')]","[Mars, the magnitude, QAF, RAE, SAG, TAD]",0
2277,"Now as a third step, let this hypothesis too be corrected.",21.0,[],"[a third step, this hypothesis]",0
2278,"As this can happen in a variety of ways (specifically, by a reciprocation of the point C along the line CA), we are not prevented by any scruple from keeping the point of uniform motion C fixed at distance CA, on account of the angle KAV, and also keeping the planet's path circular.",21.0,[],"[a variety, ways, a reciprocation, the point, the line, CA, we, any scruple, the point, uniform motion, C, distance CA, account, the angle KAV]",0
2279,"These three, taken by choice and not forced by demonstration, will compel us to move the center of the eccentric downwards to B from the point of uniform motion C. Hence, HI is substituted for MN, and the body of the planet departs from the points Q, R, S, T, nevertheless remaining on the lines CQ, CR, CS, CT (because the measure of time stays at C), and arrives at the points marked F, E, G, D. And QF, ER, SG, TD would be such as to make QAF, EAR 9’ and SAG, TAD 28'.",21.0,"[('eccentric', 'ASTR')]","[choice, demonstration, us, the center, the eccentric downwards, B, the point, uniform motion, HI, MN, the body, the planet departs, the points, Q, R, S, T, the lines, the measure, time, C, the points, F, E, G, D., QF, ER, SG, TD, QAF, SAG, , TAD]",0
